0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.2751777470111847,0.6405022144317627,0.3546100854873657,0.590588390827179,0.40660905838012695,0.47072696685791016,0.4012536108493805,0.358669638633728,0.38965901732444763,0.2837882936000824,0.3380656838417053,0.4056456387042999,0.34971052408218384,0.334762841463089,0.3487815856933594,0.42676469683647156,0.33863693475723267,0.4698461890220642,0.2843017578125,0.4085526466369629,0.30082717537879944,0.3370095193386078,0.30735379457473755,0.45175525546073914,0.29634037613868713,0.48778802156448364,0.2333316206932068,0.42138588428497314,0.2469329982995987,0.3587716817855835,0.2625007927417755,0.4714190363883972,0.2558542490005493,0.5086656808853149,0.17814132571220398,0.44347086548805237,0.19383367896080017,0.3860779404640198,0.21482214331626892,0.46670031547546387,0.21318542957305908,0.5003327131271362,A
0.2126379758119583,0.673060953617096,0.26797544956207275,0.608136773109436,0.28291815519332886,0.46992984414100647,0.24323545396327972,0.35197898745536804,0.19793947041034698,0.27387094497680664,0.22464247047901154,0.35092881321907043,0.18198330700397491,0.29699745774269104,0.20055970549583435,0.3938838541507721,0.2182989865541458,0.42686718702316284,0.16784216463565826,0.3774014711380005,0.12376874685287476,0.35607996582984924,0.1678789258003235,0.46634209156036377,0.1909632533788681,0.4595033824443817,0.12050271034240723,0.4128609597682953,0.0760435238480568,0.4058801531791687,0.12631168961524963,0.4966988265514374,0.15717631578445435,0.4896790683269501,0.07623164355754852,0.45242080092430115,0.04420953243970871,0.4462378919124603,0.08146468549966812,0.5065688490867615,0.10789422690868378,0.5094834566116333,A
0.7602654099464417,0.5287479758262634,0.6938971877098083,0.4746522307395935,0.6672846078872681,0.351059228181839,0.685417115688324,0.24669112265110016,0.7167540192604065,0.18680910766124725,0.7351068258285522,0.2943466603755951,0.7377937436103821,0.2445584535598755,0.7274733781814575,0.32195425033569336,0.7322688698768616,0.34253767132759094,0.7832165956497192,0.3145802617073059,0.7807796597480774,0.2636958062648773,0.7574667930603027,0.35889360308647156,0.7624362111091614,0.3758081793785095,0.8261036276817322,0.3421952426433563,0.8246942162513733,0.29628220200538635,0.7935337424278259,0.38794320821762085,0.793407142162323,0.4085884690284729,0.8699696660041809,0.375780314207077,0.8637881875038147,0.3369526267051697,0.8353615999221802,0.4000331461429596,0.8313838243484497,0.42241230607032776,A
0.7673612236976624,0.5251263380050659,0.714404284954071,0.42553409934043884,0.7009836435317993,0.3221072554588318,0.7042059302330017,0.24682103097438812,0.7071327567100525,0.17876717448234558,0.8119975924491882,0.24572429060935974,0.7168623805046082,0.23377737402915955,0.6974148750305176,0.30670157074928284,0.7069298624992371,0.35496291518211365,0.8375606536865234,0.2601349353790283,0.7220911979675293,0.268143892288208,0.7114912867546082,0.3490156829357147,0.7289186120033264,0.38280484080314636,0.8506272435188293,0.29240018129348755,0.7392623424530029,0.3003515303134918,0.7338541150093079,0.37731969356536865,0.7525176405906677,0.40681326389312744,0.8539878129959106,0.3387008607387543,0.7661357522010803,0.3389095067977905,0.7548052668571472,0.3937112092971802,0.7676057815551758,0.4195399880409241,A
0.7196669578552246,0.5818682909011841,0.6491445899009705,0.598622739315033,0.574877142906189,0.5407392978668213,0.5352468490600586,0.45846885442733765,0.520156979560852,0.3907769024372101,0.575421154499054,0.4180389642715454,0.5724990367889404,0.4074551463127136,0.6093548536300659,0.46916741132736206,0.6180647015571594,0.4875892102718353,0.6177681684494019,0.3767915368080139,0.614945113658905,0.38019630312919617,0.6476004123687744,0.46556952595710754,0.6504456400871277,0.48073846101760864,0.664023220539093,0.3559817373752594,0.667804479598999,0.36843618750572205,0.6897147297859192,0.4549310505390167,0.6880647540092468,0.4740184247493744,0.7118284702301025,0.34922993183135986,0.7146013379096985,0.3614141643047333,0.7236801981925964,0.4297015368938446,0.7182644605636597,0.45058441162109375,A
0.7797025442123413,0.5168319344520569,0.8335716724395752,0.4215419888496399,0.8389824032783508,0.3066868185997009,0.7958278656005859,0.21420325338840485,0.7580151557922363,0.16748854517936707,0.767396867275238,0.2769455313682556,0.7460591197013855,0.23527666926383972,0.7606362700462341,0.2614872455596924,0.7710728645324707,0.28549695014953613,0.7144215703010559,0.3110307455062866,0.7066386938095093,0.26387056708335876,0.7228634357452393,0.28559067845344543,0.7317802906036377,0.31350135803222656,0.6724976897239685,0.3511591851711273,0.6771765947341919,0.30350759625434875,0.6915817856788635,0.3226569890975952,0.6996696591377258,0.3511960208415985,0.6390439867973328,0.3913400173187256,0.6475152969360352,0.34423816204071045,0.6626080870628357,0.3597320318222046,0.670524537563324,0.37985628843307495,A
0.7817455530166626,0.5082050561904907,0.8642449378967285,0.4517357051372528,0.8965655565261841,0.3521205186843872,0.8882058262825012,0.24938839673995972,0.8743414878845215,0.1859063059091568,0.8312845230102539,0.27843767404556274,0.8625839948654175,0.27009251713752747,0.863004207611084,0.31452512741088867,0.8502055406570435,0.33955419063568115,0.7795630693435669,0.279718279838562,0.8145522475242615,0.27425283193588257,0.8195592164993286,0.3093760013580322,0.8093588948249817,0.3349977731704712,0.7385308742523193,0.29757896065711975,0.7719204425811768,0.2912549078464508,0.7783730626106262,0.3228053152561188,0.7718378305435181,0.34983745217323303,0.7041889429092407,0.32145991921424866,0.7328585386276245,0.3116523325443268,0.7394886016845703,0.33972376585006714,0.7357828617095947,0.36196455359458923,A
0.3774774670600891,0.7229357957839966,0.45135945081710815,0.6379414200782776,0.48061928153038025,0.508439838886261,0.4331635534763336,0.4335201382637024,0.3715798258781433,0.46196937561035156,0.42629730701446533,0.4066135287284851,0.4364212155342102,0.3013344407081604,0.43502670526504517,0.23380202054977417,0.42886847257614136,0.17186063528060913,0.378749817609787,0.4003104567527771,0.38648515939712524,0.27737313508987427,0.3878243863582611,0.1935696303844452,0.3842163681983948,0.11947688460350037,0.3364992141723633,0.4184773564338684,0.33707863092422485,0.3002609610557556,0.3406403362751007,0.21724656224250793,0.3396294414997101,0.14693859219551086,0.29147234559059143,0.45545274019241333,0.2890203595161438,0.358167827129364,0.293239563703537,0.29103195667266846,0.29746878147125244,0.2301158756017685,B
0.3690555989742279,0.6675513386726379,0.42604684829711914,0.5751206278800964,0.4312138855457306,0.47304221987724304,0.41367191076278687,0.40136855840682983,0.37275272607803345,0.39832624793052673,0.3678247630596161,0.3773899972438812,0.37387582659721375,0.2653985619544983,0.37819939851760864,0.19804787635803223,0.37983787059783936,0.13631168007850647,0.341505765914917,0.37785762548446655,0.34155988693237305,0.24449767172336578,0.3439103662967682,0.15824779868125916,0.34369003772735596,0.08014175295829773,0.3180449604988098,0.40673503279685974,0.3081100285053253,0.27473214268684387,0.30657291412353516,0.18736861646175385,0.3032146990299225,0.11041265726089478,0.2963066101074219,0.456222265958786,0.28167724609375,0.34215986728668213,0.28181567788124084,0.267574667930603,0.2843148410320282,0.20123451948165894,B
0.34020060300827026,0.7039452791213989,0.40512144565582275,0.6036402583122253,0.4121930003166199,0.46125248074531555,0.3388391137123108,0.40090566873550415,0.27414020895957947,0.4526585042476654,0.3482581377029419,0.3712628483772278,0.3316422998905182,0.26075467467308044,0.3097594976425171,0.1935839056968689,0.28596869111061096,0.13270077109336853,0.2950267195701599,0.3797544836997986,0.27669283747673035,0.2564166784286499,0.2605527937412262,0.17273014783859253,0.24355125427246094,0.10311639308929443,0.2535254955291748,0.4121067225933075,0.22850263118743896,0.2967604398727417,0.2175803780555725,0.21906007826328278,0.2054411619901657,0.15683162212371826,0.2147686630487442,0.46275073289871216,0.1960126757621765,0.37171971797943115,0.18819880485534668,0.3083040714263916,0.17992646992206573,0.2507544159889221,B
